Restaurant_Name,Detail_address,Latitude,Longitude,review_count,stars
Gavathi Restaurant,"Shop 6, Rohan Tarang Soc, Near Hanuman Mandir, Wakad Gavthan, Wakad, Pune",18.5909746,73.7610085,5,3
Tea Post,"Survey 103, Teerth Technospace, 'A' Wing, Pune-Satara Highway, Baner, Pune",18.5637143,73.7659988,0,0
Dakshin Bharat,"43, Private Drive, Opposite Bhartiya Vidya Peeth School, Balewadi, Pune",18.5729856,73.7752627,11,3
Shiv Dining Hall & Restaurant,"H 142/1, Infotech Road, Hinjawadi, Pune",18.5912716,73.738909,20,3
Khushboo Resto,"Mangaon, Phase 3, Pirangut Road, Near Megapolis, Hinjawadi, Pune",18.5838189,73.6920863,83,3
Flavours - The Veg Treat,"Survey 208/3/2, Kaspte Wasti, Ward 79, Wakad, Pune",18.5910731,73.7746736,49,4
New Supreme Pavbhaji And Creamist Live Ice Cream Rolls,"Shop 4, Pristine Square, Shankar Kalate Nagar Road, Wakad, Pune, Pune",18.5981232,73.7585089,10,3
Rankala Misal House Snacks Centre,"Shop 5, C Building, Kunal Aspiree, Near Dasra Chowk, Balewadi, Pune",18.5791452,73.7760266,54,4
Mithla Paratha & Thali House,"Balewadi Hight Street, Opposite Siemens Main Gate 1, Baner, Pune",18.5685559,73.7754055,5,3
Hot Tadka Restaurant,"Shop 5, Tanishq Icon, Dange Chowk, Wakad, Pune",18.6133153,73.7661378,46,3
The Veg Culture,"SF-01, Food Court, Westend Mall, Parihar Chowk, Aundh, Pune",18.561618,73.806919,248,4
Zayka,"Opposite To Madhu Pushpa Society, Wakad, Pune",18.5960803,73.7627535,25,4
Chai It,"Prachi Residency, Opposite Kapil Malhar Society, Baner Road, Baner, Pune",18.5584303,73.791083,60,4
Minus 301 Degrees F,"172, Opposite Sawatmali Mandir, Beside Prince Furniture, Baner, Pune",18.5642452,73.7768511,83,4
Paramount Ice Cream,"Shop 9, Pride Valencia, Pan Card Club Road, Near Dhankude High School, Baner, Pune",18.5591502,73.7811887,349,4
Green Lounge,"12/26, Near Shivshambha Rose Nursery, Someshwar Wadi, Pashan, Pune",18.5466777,73.8022046,41,4
Mags Sports Lounge,"991, First Floor, Main Baner Road, Opposite Corporation Bank, Mangnolia Hotel, Baner, Pune",18.5539051,73.8018915,17,4
Tapri,"Shop 1/ 2, Sriram Arcade, Near Symbiosis University, Lavale, Pune",18.5351194,73.731592,57,3
Hotel Sonam,"161/5, Bhujbal Wasti, Near Wakad Bridge, Hinjawadi, Pune",18.5916224,73.7538583,54,4
Taste Destination,"Shop 3, Ashiyana Apartment, Kotbagi Hospital Lane, Opposite Induslnd Bank, DP Road, Aundh, Pune",18.5605888,73.8047653,185,3
Bakes By RJ,"Orchid Towers, Next to Post 91, Baner, Pune",18.5652632,73.7742119,12,4
Mantraa,"The Ginger Hotel, Kala Khadak, Near Indira College, Wakad Naka, Wakad, Pune",18.6067109,73.752471,13,3
Cookie Czar,"Shop 19, Regent Plaza, Baner Pashan Link Road, Baner, Pune",18.5523,73.793143,0,0
Meets Place Snacks and Coffee Bar,"Shop 2, Windsor Park, Opposite Data Mandir Road, Wakad, Pune",18.5982113,73.7615405,24,3
Swaraj,"Shreenath Corner, Behind Persistent Company, Jayram Nagar, Phase 1, Hinjawadi, Pune",18.5886331,73.7387022,21,3
Chai Shai,"Shreenath Corner, Behind Persistent System, Phase 1, Hinjawadi, Pune",18.588334,73.7380189,51,3
Kareems,"2nd Floor, Westend Mall, Wireless Colony, Aundh, Pune",18.561618,73.806919,106,3
Feast Multicuisine Restaurant -Zip By Spree Spine Hotel,"Opposite Allard Management College, Marunje, Phase II, Hinjawadi, Pune",18.6095108,73.7195594,5,3
Kadhai,"92, Ozone Mall, Anand Park, ITI Road, Aundh, Pune",18.5562467,73.8089278,455,4
Madhur Family Restaurant,"Opposite Capital Towers, Wakad, Pune",18.6069779,73.7655608,12,3
Log House,"Atharv Residency, Near Food Bazar, Baner, Pune",18.556283,73.794356,47,3
Charu's,"Opposite Sakal Nagar, Gate 2, Baner, Pune",18.548889,73.8161358,40,3
The Mint Leaf,"Rajiv Gandhi IT Park, Opposite Infosys, Hinjawadi, Pune",18.5941174,73.7081759,312,3
Samruddhi Family Restaurant,"Near Laxmi Mata Mandir, Balewadi, Pune",18.5735093,73.780697,32,3
HAS Juice Bar,"Bungalow 1, Samar Paradise, Parihar Chowk, DP Road, Aundh, Pune",18.5624978,73.805208,21,3
Hotel Sahara,"Wakad Aundh Road, Shedge Vasti, Wakad, Pune",18.5911297,73.7665333,7,3
Saffron Resto Bar,"Hotel Satish Executive, Infosys Hinjewadi Road, Opposite Pandit Auto Mobile, Thathwade, Wakad, Pune",18.6116357,73.7613863,18,3
Kulfi Story,"Shop 2, Near Datta Mandir, Mauli Chowk, Wakad, Pune",18.6119449,73.7655357,107,4
The Spicy Spoon By Assal Amravati MH 27,"Behind Persistent, Jaim Ram Nagar, Rajiv Gandhi Infotech Park, Hinjawadi, Pune",18.579404,73.737244,4,3
The People's Republic,"Maan Road, Opposite Scrum Utkarsh Society, Wadjai Nagar, Phase 1, Hinjawadi, Pune",18.5824746,73.7263596,0,0
Pet Pujo,"Shop 12, Crystal Market, Megapolis Circle, Hinjawadi, Pune",18.5773084,73.6901408,10,3
Amyra's Kitchen,"Chhatrapati Chowk, Wakad Sanskriti, Wakad, Pune",18.5962131,73.7739144,15,3
Multigrain Thalipith,"Fab Chopati, Utkarsh Chowk, Bhausaheb Kalate Nagar, Wakad, Pune",18.5954512,73.7652528,6,3
Kaffe Fuel,"Shop 14, 127/2B/2, Skyline Society, Wakad, Pune",18.60488,73.7585275,101,4
Marina Cafe,"Shop SG-5, Blue Ridge Marina, Phase 1, Hinjawadi, Pune",18.5734032,73.7385963,38,3
King Of Paratha,"Survey 82, H 5, 6, 4, Sahyadri Park, Baner, Pune",18.5814812,73.685286,30,3
Hotel Chandrama,"Shop 8 /9, Swojas Complex, Parihar Chowk, Aundh, Pune",18.5607257,73.8094487,46,3
Hotel Barsa,"Shop 129/4, Kala Khadak Road, Wakad, Pune",18.6059164,73.7551195,113,4
Cafe High Street Corner,"Survey 23/2E/2/6, Near Balwadkar Vidyalaya, Haveli, Balewadi, Pune",18.5750073,73.7784821,9,3
Shree Datta Bhel,"Shop 3, Hillside Apartment, SUS Road, Near ICICI Bank ATM, Pashan, Pune",18.5430977,73.7852044,7,3
Swara Chinese,"Ward 25, Opposite Indira National School, Tathawade, Wakad, Pune",18.6076115,73.7477392,0,0
Coffee Conversation Cafe,"Shop 9, Eisha Footprint, Mumbai Pune Bypass Road, Tathawade, Pimpri-Chinchwad, Wakad, Pune",18.609904,73.7487262,0,0
Hyderabad Biryani House,"29, Mega Market, Near Megapolis Circle, Phase 3, Hinjawadi, Pune",18.5777873,73.6878343,0,0
IceBerry,"Bliss Society, Near Datta Mandir, Wakad, Pune",18.5951342,73.7632665,0,0
Irani Cafe,"Ariana Apartment, Bhumkar Road, Vinode Wasti, Bhagwan Nagar, Wakad, Pune",18.6054191,73.7522432,0,0
Gulacha Chaha,"Shop 3, Jambhulkar Complex, Marunji Road, Near Shivaji Chowk, Hinjawadi, Pune",18.5922028,73.7379119,0,0
Puneri Darbar,"Opposite Pink City, Pink City Road, Wakad, Pune",18.5967913,73.7739692,0,0
Lost Recipes,"Shop 5, Kalpataru Harmony, Mont Vert Tropez, Wakad, Pune",18.591878,73.7713037,0,0
Make My Treat,"Plot 1, Serial 220, Maan Road, Hinjewadi, Pune",18.5823882,73.7262842,10,3
The Magic Grill,"Bhumkar Chopati, Near PCMC School, Wakad, Pune",18.5989269,73.7693083,0,0
Blue Bawarchi Pure Veg,"Survey 188/5/1, New Datta Nagar, PCMC Ward 87, Wakad, Pune",18.6010921,73.7641245,4,3
Kulfi Bar,"Shop 7, MK Vision, Yash Developers, Opposite IIEBM College, Marunji Road, Bhumkar Chowk, Wakad, Pune",18.6073704,73.7226438,11,3
Curries & Co,"Shop 2, Near Banevariphata, Veer Bhadra Nagar, Baner, Pune",18.5624668,73.7726628,46,4
Daawat Thali And Biryani House,"Shop 8, Near Empress Wine Shop, Bhumkar Chowk, Cross Road, Wakad, Pune",18.6061292,73.7527416,0,0
Kranti Snack Centre,"Near Ganesh Mandir, Hinjawadi, Pune",18.5912917,73.7384242,5,3
Kwality Wall's,"Shop 4-5, Survey 217 218 /1, 218 / 2a 218 /2b, Park Turquoise, Park Street, Wakad, Pune",18.5969447,73.7780598,0,0
Highwayz Litti Chokha,"In Front Of Whitefield Society, Near Kala Khadak Chowk, Wakad, Pune",18.6076003,73.7572107,4,3
Sudama Bhel Centre,"Shop 207, Samarth Chowk, Kaka Halware, Wakad, Pune",18.6014041,73.7643952,0,0
Taiyang,"Shop 1, Swojas Solitaire, Pan Card Club Road, Baner, Pune",18.5577571,73.7711241,6,3
Infinity Cafe,"Shop 2, Marunji, Near HP Petrol Pump, Hinjawadi, Pune",18.593998,73.735545,4,3
Shreeraj Tasty,"Bhumkar Chowk, Opposite Elite Homes, Shani Mandir Road, Wakad, Pune",18.6061292,73.7527416,8,3
J J's Kitchen Halal,"The Feb Choupati, Shop 2, Utkarsh Chowk, Wakad, Pune",18.5944586,73.7620894,10,3
Swad Veg,"246, Aundh Village, Near Bathiya Shop, Aundh, Pune",18.5899701,73.7728943,0,0
Ice Burst Ice Cream,"Ground Floor, Solitaire Paradise, Opposite Pumpkin Patch School, Kaspate, Wakad, Pune",18.6026608,73.7700386,8,3
Raj Saoji Restaurant,"Mankar chowk, Kaspate Wasti, Wakad, Pune",18.5908308,73.7733591,56,4
The Cake & Cream Factory,"Datta Mandir Road, Wakad, Pune",18.6023555,73.7645294,11,3
24/7 Kitchen,"Laxman Nagar, Akshay Park, Wakad, Pune",18.6078219,73.7695504,61,3
MM Caterers,"Opposite Colina Vista, Baner-Pashan Link Road, Pashan, Pune",18.5466696,73.7903017,4,3
Kadak Zhatka,"Shop 14, Shiv Shakti Complex, Opposite IDBI Bank, Baner, Pune",18.5572565,73.7934705,7,3
Chicken Xperience By Venky's,"Shop 1 & 2, Sakhare Plaza, Near Hinjawadi Hospital, Hinjawadi, Pune",18.5877627,73.7403659,15,4
On The Go,"Survey 369, Plot 5, Near ICICI Bank, Phase 2, Hinjawadi, Pune",18.596223,73.708994,63,3
Kinara Family Restaurant,"Kaveri Nagar, Police Line, Near Pratham Society, Wakad, Pune",18.6053061,73.7724193,30,4
Dhadoom,"Shop 4, Ground Floor, Below Dhanwantri Hospital, Opposite Cosmos Bank, Baner Main Road, Baner, Pune",18.5593279,73.7895839,40,3
New Diamond Bakery & Burger Point,"Dutta Mandir Road, Opposite Polaris Hospital, Wakad, Pune",18.5995828,73.7636519,0,0
Cafe Cakes & Bites,"Shop 417, Maan- Hinjawadi Road, Maan Chock, Phase-3, Hinjawadi, Pune",18.5786926,73.6842168,0,0
Hotel Live,"114, MK vision, Bhumkar Chowk, Murunji Road, Wakad, Pune",18.5912404,73.7388536,7,3
Rice Bowl Factory,"Survey 47/2 A, Swami Samarth Colony, Kalewadi, PCMC, Wakad, Pune",18.6067896,73.7814926,4,3
Fresh Chapati Centre,"Shop 1, Survey 249/2/5, Old Om Apartment, Baner DP Road, Aundh, Pune",18.560218,73.8024114,0,0
Hyderabad Biryani And Curry Point,"Survey 250/2, 3, Plot 1, Shivniranjan Complex, Dp Road, Baner, Pune",18.5589835,73.7782023,10,3
Anaa's Baking Studio,"203, Astral Court, Near Reliance Fresh, Gaikwad Nagar, Aundh, Pune",18.5574136,73.804545,0,0
Cocktail Icecream,"Plot 33, Besides Vatika Society, Astwinayak Chowk, Baner, Pune",18.5810991,73.7664365,0,0
Shivam Pav Bhaji And Snack Centre,"Shop 17 & 18, Chaudhari Park, Kala Khadak Road, Wakad, Pune",18.6045916,73.7570185,10,3
Surekha Restaurant,"Shop 2 & 3, Ariana B Building, Opposite Vistariya Project, Wakad, Pune",18.5934479,73.779823,5,3
Shree Ji Restaurant,"Vijay Laxmi Corner, Narayan Nagar, Hinjawadi, Pune",18.5871248,73.7407295,10,3
Tasty Bites,"Mezza 9 Parking, Thaste, Hinjawadi, Pune",18.5942483,73.7347804,0,0
The Chinese Hub,"S. 243, Near Bank Of Maharashtra, Phase 1, Hinjawadi, Pune",18.5937036,73.7310783,4,3
Nuzaafi Biryani House,"Shop 210, 2nd Floor, Marunji, R 6 Commercial, Life Republic Township, Kolte Patil, Hinjawadi, Pune.",18.5981292,73.7338641,0,0
YO! MO! Yours Only Momo Outlet,"Near Ganesh Mandir, Behind Nezza Nine, Mukai Nagar, Hinjawadi, Pune",18.5960068,73.7316533,34,4
Eternal Cafe,"Kotbagi Hospital Road, Harmony Society, Ward 8, Wireless Colony, Aundh, Pune",18.5619533,73.8046165,14,3
Aparna's Kitchen,"Survey 138/13, Royal Entrada B 604, Bhumkar Wasti, Wakad, Pune",18.5994806,73.7486857,0,0
The Smookah Lounge,"Survey 259/7, Laxmi Chowk, Sakhre Dhawle, Vasti Jambulkar Mala, Hinjawadi, Pune",18.600333,73.7375667,22,3
The Season Cafe,"Shop 10, Marunji Road, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Near Laxmi Chowk, Hinjawadi, Pune",18.5924314,73.7373651,50,4
Zucchini Bell,"Shop 170/2/A, Cristal Height, Opposite Reglia Socity, Wakad, Pune",18.6010921,73.7641245,19,4
Sasha's,"Shop 1, 52 Greenwoods, Mohan Nagar CHS, Behind Audi Showroom, Pashan-Sus Road, Sus, Pune",18.5485557,73.7688026,23,4
Juzzz Baat Cafe,"Shop 7, Fountain Market, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",18.5778828,73.6900636,12,3
Hotel Thakur Ki Haveli,"Survey 177/1/2, Yamuna Nagar, Wakad Road, Wakad, Pune",18.5899822,73.7707847,0,0
Biryani House Veg-Non-Veg,"7/34, Mula River Bridge, Balewadi, Pune",18.5861261,73.7590819,9,3
Aman Caterers,"221, Aundh Gaon, Opposite PDCC Bank, Chatrapati Chowk, Aundh, Pune",18.5646532,73.8120069,0,0
Sai Cafe Crunch,"Near Symbiosis University, Lupin Research Park, Sus, Pune",18.5418633,73.7304549,0,0
Annapurna Hotel,"Sus Gaon, Sus, Pune",18.5454058,73.7777808,0,0
Coriander Leaf Restaurant,"Shop 81/7/1, Near JSPM Institute, Tathwade, Wakad, Pune",18.6199956,73.7477493,0,0
Prem Kulfi And Ice Cream,"Survey 129/2/1, Shop 2, Sukharta Colony, Wakad, Pune",18.6047972,73.775066,0,0
STEFFI,"Mega Polis Circle, Crystal Market, Hinjawadi, Pune",18.577407,73.6903061,5,3
A One Chinese Tandur And Biryani House,"Survey 114, Bhoomkar Wasti, Wakad, Pune",18.6039355,73.745707,0,0
Famous Kulfi & Rabdi,"Survey 240, Shop 1, Near Datta Mandir, Paradiso, Wakad, Pune",18.6018976,73.7621913,6,3
OarameHa's,"Shop 6 & 7, Shrinath Icon, Shivaji Chowk, Hinjewadi, Pune",18.5908907,73.7390959,4,3
Laxmi Juice Bar & Snacks,"Shop 7, Crystal Market, Phase 3, Hinjewadi, Pune",18.577407,73.6903061,0,0
Singh Ka Swag,"Wipro Circle, Phase 2, Hinjawadi, Pune",18.5972124,73.7187593,0,0
Foodeshwar,"Near Rajiv Gandhi Infotech Park, Phase 2, Hinjawadi, Pune",18.5941586,73.7036514,0,0
Hotel Jai Malhar,"Yelwande Wast, Near Vitthal Lawns, Marunji Road, Hinjawadi, Pune",18.6015626,73.7360671,6,3
Midnight Cafe,"Vetal Nagar, Dange Chowk Road, Near Ashirwad Hospital, Hinjawadi, Pune",18.593402,73.7387081,9,3
Cake And Pastry Story,"Wakad Road, Hinjawadi Village, Wakad, Pune",18.5886986,73.7778724,0,0
Foodpath,"Near Indira College, Pune Bangalore Highway, Tathawade, Wakad, Pune",18.6112211,73.7489105,8,3
New Roll's House And Tandoori Kabab Centre,"Shop 16, Crystal Market Maan, Near Mega Police Circle, MIDC, Hinjawadi, Pune",18.577407,73.6903061,4,3
China Town,"A/P-28, Mega Market, Near Megapolice Circle, Phase 3, Hinjawadi, Pune",18.5777873,73.6878343,0,0
Hello Kolkata,"390, Near Maruti Mandir, Bhumkar Chowk, Hinjewadi Road, Hinjawadi, Pune",18.6061292,73.7527416,8,3
Kekiz The Cake Shop,"Plot 45/8 & 45/9, Shop 9, Kaizen, Near Sopan Baug, Balewadi, Pune",18.514156,73.9040161,24,4
Bhosale's Misal Pav,"5, Park Link, Lamour Building, Bhumkar Chowk, Wakad, Pune",18.6061292,73.7527416,0,0
Darbar - E- Falafel,"The Fab Chaupaty, Datta Mandir Road, Wakad, Pune",18.5949397,73.7641774,10,3
Hotel Torna,"Opposite Sukhwani Petroleum, Wakad, Pune",18.592019,73.7612529,9,3
Cafe Bantaai,"Shop 233, 2nd Floor, Vision One Mall, Bhumkar Chowk, Tathawade, Wakad, Pune",18.6084748,73.7515952,24,4
Mahadev Dining Hall,"301, Datta Mandir Road, Shankar Kalat Nagar, Wakad, Pune",18.5961097,73.7641699,10,3
MS Point,"Shop 1 & 3, ISBM Turn, Symblosis, Lavale Road, Sus, Pune",18.5454058,73.7777808,14,3
Pangat Veg-NonVeg,"Hinjawadi - Balewadi Service Road, Near Balewadi Jakat Naka, Balewadi, Pune",18.578168,73.7743931,5,3
Hotel Hungry Birds,"Shop 5-8, Laxmi Chowk, Near Gurukrupa Hospital, Marunji Road, Hinjawadi, Pune",18.6019195,73.7320875,24,3
Premji Mithaiwale,"Shop 28, Survey 127/2B, Skyline Building, Choudhary Park, Near Star Daily Bazar, Wakad, Pune",18.6045283,73.7588435,13,3
Ti-Raga,"3001, Tower 22, Blue Ridge, Hinjawadi, Pune",18.5806761,73.7359744,12,3
Do! DonutZ,"B1, 203, Welworth Celina, Varsha Park Society, Near Bank of Baroda, Baner, Pune",18.5532282,73.7983903,20,4
Hungry Birds,"Shop 2, Tamhane Chowk, Opposite Jay Malhar Tea, Aundh Baner Link Road, Aundh, Pune",18.5632736,73.7961758,20,3
Fried & Grilled Evolution,"Kaspte Chauk, Aundh, Pune",18.589694,73.778531,0,0
Carnivore Clan,"Shop 4, Fountain Market, Megapolis Circle, Phase 3, Hinjawadi, Pune",18.5778828,73.6900636,25,4
The Blue Leaf,"Shop 14, Orvi Shopping Complex, Behind Mitcon College, Balewadi, Pune",18.5789342,73.7707165,30,3
Mad Fries,"Shop 2, Baner-Mahalunge Road, Ganraj Chowk, Baner, Pune",18.5692468,73.7756047,54,3
Brew Bakes,"Shop 103, Balewadi Plaza, Near Nicmar College, Balewadi, Pune",18.5753717,73.7662438,23,3
LSD Lebanese Shawarma Delicacy,"Utkarsh Chowk, Opposite Paradiso Society, Wakad, Pune",18.6049188,73.7611443,49,4
New Hyderabadi Dum Biryani House,"Behind Kapil Malhar Society, Tamane Chowk, Opposite to Okinawa Scooters, Baner, Pune",18.5605025,73.7915426,80,3
FudHutz,"128, Flat 701, Venketashwara Heights, Ram-Indu Park, Baner, Pune",18.5654741,73.7801536,66,3
Burger Love,"Shree Datta Colony, Datta Mandir Road, Wakad, Pune",18.5962067,73.7639106,24,3
New Golden Green Restaurants,"Survey 220, Shop 3, Opposite Om Plaza, Sai Krishna Market, Hinjawadi, Pune",18.5833664,73.72959,0,0
Pet Pooja,"Shop 6, Shrinath Society, Tapkir Chowk, Thergaon, Wakad, Pune",18.6122242,73.7843486,7,3
Burger Burpp,"Above Cicle Zone, Aundh-Wakad Road, Near Wakad Chowk, Wakad, Pune",18.592259,73.764914,39,4
Geetanjali Restaurant,"At Post Tathawade, Opposite Palladio Society, Near Balaji College, Wakad, Pune",18.6279227,73.7567863,0,0
Food Network,"Swaraj Chowk, Marunji Road, Hinjawadi, Pune",18.6074897,73.722029,16,3
Shree Annapurna,"Pratiksha Niwas, Narayan Nagar, Sakharewasti, Near Jambulkar Gym, Opposite Westwind Park, Phase 1, Hinjawadi, Pune",18.5754534,73.7443348,43,4
Insta Caffe,"Shop 106, Laxmi Complex, Laxmi Chowk, Marunji Road, Hinjewadi, Pune",18.59966,73.7346626,0,0
Good Morning Sandwich,"Shop 108, Laxmidham Society, Shiv Nagar, Sutarwadi, Pashan, Pune",18.5388015,73.7836751,22,3
Casa Della Pizza,"Shop 15, Krishna Market, Phase 3, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",18.5778436,73.6909696,30,4
WOW Laddus,"Survey 265/5, Vijay Shree Apartments, Flat 2, Near Mauli Garden, Baner, Pune",18.5543654,73.8010307,0,0
Il Piccolo,"Shop 1 & 2, Devashish Apartment, Opposite Ashwini Hospital Sopanbagh, Balewadi, Pune",18.5770691,73.7757492,38,4
Kebab King,"Shop 1, Food Court, Atharva Residency, Near Big Bazaar, Baner Road, Baner, Pune",18.556283,73.794356,146,4
7th Street,"Hotel Sheetal Palace, Opposite Ivory Estate, Baner, Pune",18.5521695,73.8042773,20,3
Hungry Nights 24X7,"Shop 3, Food Court 1.0, Wipro Circle, Phase 2, Hinjawadi, Pune",18.596861,73.718043,6,3
Balaji Bhel & Chat Center,"Shop 2, Balwadkar Baner Road, Opposite Dutta Mandir, Balewadi, Pune",18.5549663,73.7969159,14,3
The Flavours,"A 205, Palash Plus, Pink City Road, Kaspate Wasti, Wakad, Pune",18.5998141,73.7705662,40,4
Rajmandir Ice Cream,"Shop 03, Survey 187/3, Vrundavan Appartment, Wakad, Pune",18.6010921,73.7641245,16,3
Badmaash,"Near Balewadi Phata, Baner",18.5645048,73.7838215,26,3
Hotel Annapurna,"Shop 14B, Near Blue Leaf, Ashtvinayak Chowk, Behind Mitcon College, Balewadi, Pune",18.5787752,73.7667198,66,3
Firangi Masala,"Opposite MITCON College, Ram Nagar, Balewadi, Pune",18.575634,73.76597,51,3
Caf̬ Strings,"1A, Ayodhya Nagari Apartments, Shankar Kalat Nagar, Kamalakar Chowk, Green Drive Road, Wakad, Pune",18.5984608,73.765419,32,4
Punjabi Foods Corner,"Shop 26, R6 Avenues, Life Republic, Marungi, Hinjawadi, Pune",18.6222719,73.7148981,14,3
Mom's Kitchen,"Survey 182/12, Row House R3/3, Mayur Association, Wakad, Pune",18.6010921,73.7641245,14,3
Wakad Taste Factory,"Survey 173, Mauli Chowk, Datta Mandir Road, Shankar Kalat Nagar, Wakad, Pune",18.599955,73.763657,112,4
Cinnamon,"Shop D5, Near Greenwood Society, Maan Road, Hinjawadi, Pune",18.5732676,73.6952677,139,3
Bombay Street Food Hub,"Shop 34, Chowpati, Opposite NICMAR College, Balewadi, Pune.",18.5747668,73.7669121,104,3
Hotel Shivmalhar,"3, Mohan Nagar Co-Operative Society, Sus Road, Sus, Pune",18.5503954,73.7699388,12,3
Happy Singh Food Express,"Cypress Building, Phase 3, Hinjewadi, Pune",18.5917296,73.6841063,7,3
No Strings Attached,"The MRP bar and Kitchen,1st Floor, Emirus, Lane Next to Syngenta IT Park, Near D Mart, Baner, Pune",18.5674791,73.7715745,673,4
Area 78,"Shop 4, Puneri Chawpati, Opposite Moze College, Balewadi, Pune",18.574643,73.7680224,31,4
India Currys,"Godown 1, Mauli Muktai Warehouse, Bhujbal Parkhe Wasti, Opposite West One Apartments, Hinjawadi, Pune",18.5476177,73.7512065,14,3
Ganesh Bhel,"Shop 12, Survey 18/6, Near Khiwsara Trade Center, Dange Chowk, Thegaon, Wakad, Pune",18.6103703,73.7671024,17,3
The Hideout Coffee House,"Kaspate Vasti Road, Wakad, Pune",18.5967913,73.7739692,26,3
Shahi Marathi,"2nd Floor, Westend Mall, ITI Road, Aundh, Pune",18.561618,73.806919,32,4
Sai Snacks Center,"Hulawale Market, Opposite Blue Ridge, Qubix Sez Main Gate, Hinjawadi, Pune",18.5792771,73.7388108,8,3
Queen Bite Cafe,"Shiv Colony, Lane 4, Ganeshnagar, Wakad Thergaon Road, Wakad, Pune",18.6095847,73.7643085,25,3
Hotel Yashoda,"104, Pune-Bangalore Highway, Baner, Pune",18.5482886,73.7735018,6,3
Hotel Spice,"Near Fire Station, Phase 3, Hinjawadi, Pune",18.5772061,73.6888862,5,3
United-21 Hotel,"Pan Card Clubs, 8/1, Baner Hills, Baner, Pune",18.5576723,73.7875626,47,4
Mithai Junction,"84/1, Near Cosmos Residency, Main Mahalunge Baner Road, Baner, Pune",18.5623057,73.7782,5,3
Silver Spoon,"Near Symbiosis, Lavale, Pune",18.5351194,73.731592,54,3
G1's Vishwa,"5/A/1, The Capital Building, Baner-Pashan Link Road, Baner, Pune",18.5523646,73.7942437,35,3
Cafe Mint,"Nande Goan, Symbiosis Lupin Road, Near Sus, Lavale, Pune",18.5425876,73.7224664,0,0
Le Roll King,"Shop 1 D, Kapil Aasmant, Shivshakti Chowk, Pashan-Sus Road, Pashan, Pune",18.5422026,73.7806095,165,3
Singh Saab Da Burger,"198, Opposite Euro School, Pink City Road, Sai Chowk, Wakad, Pune",18.5975959,73.7684863,314,3
Hotel Shravani,"Shravani Heights, Near Bus Stop, Marunji, Hinjawadi, Pune",18.6124492,73.7154187,40,3
Makrana,"Shop 5, Ground Floor, Primrose Mall Baner, Pune",18.5612718,73.7858673,145,4
Pizza & Cream Cafe,"House 135, Opposite Gandekar Chawl, Sus, Pune",18.5541278,73.7549306,19,3
Grill Royale,"2nd Floor, Westend Mall, Sector 2, Parihar Chowk, Aundh, Pune",18.561618,73.806919,10,3
Haka House,"2nd Floor, Westend Mall, Parihar Chowk, Aundh, Pune",18.561618,73.806919,63,2
Swaadesi,"Shop 3/4, Tranquility Commercial, Near Elite Astrum, Ganraj Mangal Karyalaya, Baner, Pune",18.5638524,73.772282,136,4
Cake Genie,"B2-A, Sonigara Kesar, Near Chatrapati Chowk, Wakad, Pune",18.5974797,73.772663,0,0
Spice Guru,"Shop 7, Near Shri Vitthal Lawn, Marunji Road, Hinjawadi, Pune",18.6015626,73.7360671,9,3
Varuna Swad Desi,"Shop 15, Windsor Park, Wakad, Pune, Wakad, Pune",18.5982113,73.7615405,15,3
Hotel Mahadev,"Near Paranjape Scheme, Hinjawadi, Pune",18.5814354,73.7367237,19,3
Western Pride,"Western Park Hotel, Opposite Nissan Service Centre, Pashan-Sus Road, Sus, Pune",18.5516867,73.7596382,11,3
My Urja,"Shop 5, Vijay Complex, Chatrapati Chowk, Kaspate Wasti, Wakad, Pune",18.596046,73.773402,8,3
New Naakhwa,"Opposite Chatrapati Shivaji Stadium, Pune Bangalore Highway, Baner Balewadi, Balewadi, Pune",18.5737046,73.7618551,10,3
Vrundavan's Angat Pangat,"273, Bhatewara Nagar, Hinjewadi Dange Chowk Road, Hinjawadi, Pune",18.5950455,73.7399356,338,4
Neptune - Fortune Inn Exotica,"ITC Fortune Inn Exotica, Rajiv Gandhi IT Park, Hinjawadi, Pune",18.5910727,73.7481727,24,2
Charan Sweets,"Shop 10, GOL Market, NDA Road, Pashan Gaon, Pashan, Pune",18.5375574,73.7957946,48,4
Burgers & More,"Aditya Complex, Next to Lupin Research Park, Near Symbiosis University, Nande, Lavale, Pune",18.5418633,73.7304549,66,4
JG Resto,"Gitanjali Apartment, New DP Road, Aundh, Pune",18.563365,73.802541,51,3
Lounge 9,"Opposite KPIT Cummins, RGPV IT Park, Phase 1, Hinjawadi, Pune",18.5758079,73.7404306,62,4
Burger Up!,"Shop D1, Sai Heritage, Aundh - Baner Link Road, Aundh, Pune",18.5652791,73.8004966,0,0
Burger Up!,"Shop D1, Sai Heritage, Aundh - Baner Link Road, Aundh, Pune",18.5652791,73.8004966,0,0
Platter 2 Plate,"Laxmi Idol, Jairam Nagar, Blue Ridge Road, Phase 1, Hinjawadi, Pune",18.5773941,73.7420515,26,3
The Egg Junction,"The Egg Junction, Next to Lucky Missal House, Bhujbal Chowk, Wakad, Pune. 411057",18.5917462,73.757608,15,3
